loan_type,loan_amount_index,previous_defaults,previous_nondefaults,previous_loan_count,cars_in_household,other_vehicles_owned,adults_in_household,children_in_household,market_segment_code,issues_needing_resolution,hmc,application_year,application_month,application_in_first_half_of_month,loan_origination,repeat_customer,mystery_field,loan_default
auto,85,0,0,0,0,4,2,1,ms818,2,0,2021,11,1,bank branch,0,130,0
auto,73,0,0,0,2,5,2,0,ms818,0,0,2021,2,0,bank branch,0,198,0
auto,80,0,0,0,1,2,2,0,ms818,0,0,2021,4,1,bank branch,0,31,0
other,79,0,0,0,1,0,2,0,ms818,0,0,2021,6,1,website,0,5,1
auto,106,0,0,0,0,1,1,0,ms498,0,0,2022,3,1,website,0,26,0
auto,90,1,0,1,0,3,2,0,ms818,0,0,2020,8,1,bank branch,1,27,0
auto,170,0,0,0,2,2,2,0,ms498,0,0,2022,6,1,website,0,83,0
auto,86,0,0,0,1,2,2,0,ms818,0,0,2021,10,0,bank branch,0,40,0
auto,129,0,0,0,0,2,1,0,ms818,1,0,2022,7,0,website,0,21,1
auto,140,0,0,0,0,3,2,0,ms498,1,0,2021,9,0,website,0,79,0
residential,73,0,0,0,2,1,1,0,ms818,0,0,2020,11,1,bank branch,0,13,0
other,81,0,0,0,1,3,2,0,ms818,0,0,2021,11,0,website,0,205,1
auto,89,0,0,0,0,2,2,0,ms650,1,0,2021,10,0,website,0,146,0
auto,95,0,0,0,1,1,2,0,ms818,0,0,2021,2,1,bank branch,0,41,0
auto,62,0,0,0,0,1,1,0,ms818,0,0,2020,9,0,other,0,24,0
auto,158,0,0,0,0,2,2,1,ms818,0,0,2021,4,0,website,0,16,0
residential,159,0,0,0,0,2,2,0,ms818,1,0,2022,6,1,website,0,45,0
auto,82,0,0,0,1,0,2,0,ms818,0,0,2022,3,1,website,0,12,0
auto,127,0,0,0,0,1,2,0,ms818,0,0,2021,7,0,website,0,31,1
auto,116,0,0,0,0,1,2,0,ms498,2,0,2021,11,0,website,0,25,0
other,108,0,0,0,1,0,2,0,ms818,0,0,2022,4,0,website,0,66,0
auto,137,0,0,0,1,2,2,0,ms498,1,0,2021,10,1,website,0,92,0
auto,79,0,3,3,0,2,1,0,ms818,0,0,2021,3,0,other,1,35,0
auto,92,0,0,0,0,5,2,0,ms818,0,0,2022,3,1,website,0,62,0
other,120,0,0,0,1,2,2,0,ms818,2,0,2022,4,1,website,0,41,0
auto,79,0,6,6,1,0,1,0,ms818,0,0,2021,6,1,other,1,3,0
auto,100,0,0,0,2,2,2,0,ms818,0,0,2020,10,0,website,0,23,0
auto,86,0,0,0,2,1,2,0,ms818,2,0,2020,10,1,website,0,27,0
auto,85,0,0,0,2,2,2,0,ms818,0,0,2021,2,1,bank branch,0,42,0
auto,65,0,0,0,0,1,1,0,ms818,0,0,2020,9,1,other,0,18,0
auto,65,0,0,0,0,3,1,0,ms818,2,0,2022,8,1,other,0,26,0
auto,99,0,0,0,2,2,2,0,ms818,0,0,2022,5,0,website,0,155,1
auto,110,0,0,0,1,1,2,0,ms818,0,0,2022,6,1,bank branch,0,158,1
auto,0,4,13,17,0,1,2,0,ms301,3,0,2022,6,1,other,1,17,0
auto,80,0,0,0,0,3,2,0,ms818,1,0,2021,7,1,website,0,10,0
auto,107,0,0,0,2,4,2,1,ms818,0,0,2022,1,0,website,0,55,0
residential,82,0,0,0,0,2,2,0,ms818,0,0,2020,7,0,bank branch,0,61,0
auto,110,0,0,0,1,2,1,0,ms818,0,0,2021,10,1,bank branch,0,121,0
auto,105,0,0,0,2,2,2,0,ms818,0,0,2022,4,0,bank branch,0,106,1
auto,89,0,0,0,1,1,1,0,ms818,0,0,2021,10,1,website,0,47,0
auto,117,0,0,0,0,5,2,0,ms818,0,0,2022,4,1,website,0,136,1
auto,89,0,0,0,2,6,2,0,ms818,2,0,2021,4,1,website,0,35,0
auto,170,0,0,0,0,3,2,0,ms818,0,0,2022,6,1,bank branch,0,173,1
auto,142,0,0,0,2,5,2,0,ms498,1,0,2022,7,0,website,0,156,0
auto,94,0,0,0,0,4,2,0,ms818,0,0,2022,4,1,bank branch,0,117,1
auto,94,0,0,0,2,4,2,0,ms818,2,0,2022,1,1,website,0,90,0
auto,144,0,0,0,1,1,1,0,ms818,0,0,2022,6,0,website,0,8,0
auto,82,0,0,0,0,3,2,0,ms818,0,0,2022,3,1,website,0,289,1
other,143,0,0,0,0,2,2,0,ms818,1,0,2022,5,0,website,0,149,0
auto,167,0,0,0,0,2,2,0,ms296,0,0,2021,1,1,website,0,21,0
auto,76,0,0,0,2,2,2,0,ms498,0,0,2022,2,0,website,0,36,0
auto,120,0,0,0,0,3,2,0,ms818,1,0,2021,10,1,website,0,121,1
auto,189,0,0,0,2,1,2,2,ms301,2,0,2022,4,1,website,0,128,0
auto,109,0,0,0,1,1,1,0,ms818,1,0,2022,6,1,website,0,36,0
auto,65,0,0,0,0,3,2,0,ms818,0,0,2022,1,0,bank branch,0,66,0
auto,116,0,0,0,0,2,2,0,ms498,0,0,2022,7,1,website,0,69,0
other,65,0,0,0,1,3,2,0,ms818,1,0,2022,7,1,website,0,242,0
auto,155,0,0,0,1,3,2,0,ms301,1,0,2020,12,0,website,0,10,0
auto,78,0,0,0,0,4,1,1,ms818,2,0,2022,7,1,website,0,204,1
auto,162,0,0,0,1,2,1,0,ms296,0,0,2022,4,0,website,0,109,1
auto,89,0,0,0,0,2,1,0,ms818,0,0,2021,7,0,other,0,41,0
residential,122,0,0,0,0,2,2,0,ms818,1,0,2022,8,0,bank branch,0,467,1
auto,91,0,0,0,0,4,2,0,ms818,1,0,2021,8,1,website,0,127,0
auto,77,0,0,0,1,3,2,0,ms818,1,0,2021,9,0,website,0,176,0
auto,99,0,0,0,0,4,2,0,ms818,2,0,2020,8,1,website,0,29,0
auto,111,0,0,0,1,4,2,0,ms818,2,0,2020,10,0,website,0,125,0
auto,119,0,0,0,0,3,2,0,ms818,1,0,2022,4,1,website,0,144,0
auto,120,0,0,0,0,3,1,0,ms818,0,0,2021,10,1,bank branch,0,91,0
auto,82,0,0,0,1,0,1,0,ms818,0,0,2021,5,1,website,0,13,0
auto,120,0,0,0,1,1,2,1,ms818,0,0,2021,6,1,website,0,24,0
auto,78,0,0,0,1,4,2,0,ms818,0,0,2021,1,0,bank branch,0,344,0
auto,140,0,0,0,2,1,2,0,ms498,3,0,2021,9,1,website,0,93,0
auto,83,0,0,0,2,3,1,0,ms818,1,0,2020,12,1,website,0,21,0
auto,97,0,0,0,1,2,2,0,ms818,2,0,2021,3,1,website,0,78,0
auto,65,1,12,13,0,3,1,0,ms818,1,0,2022,1,0,other,1,8,0
auto,92,0,0,0,0,2,1,0,ms818,1,0,2020,8,0,website,0,7,0
auto,138,0,0,0,2,1,1,1,ms818,0,0,2021,7,0,website,0,29,1
other,144,0,0,0,1,0,2,0,ms818,1,0,2022,8,1,website,0,4,0
other,105,0,0,0,1,3,2,0,ms818,2,0,2021,8,0,website,0,86,0
auto,69,0,0,0,0,1,2,0,ms818,0,0,2021,2,0,bank branch,0,202,0
auto,109,0,0,0,0,2,2,0,ms818,1,1,2021,9,1,website,0,119,0
other,140,0,0,0,2,1,2,0,ms818,1,0,2022,8,1,website,0,42,1
other,128,0,0,0,2,3,2,0,ms818,1,0,2022,6,1,website,0,24,0
auto,115,0,0,0,2,2,1,0,ms818,0,0,2022,8,0,bank branch,0,101,0
auto,100,0,0,0,2,3,2,0,ms498,3,0,2022,2,0,website,0,17,0
auto,184,0,0,0,0,1,2,0,ms498,0,0,2021,1,0,website,0,36,0
auto,90,0,0,0,0,3,2,0,ms818,2,0,2020,12,0,website,0,27,0
auto,132,0,0,0,1,2,2,1,ms818,3,0,2021,10,1,website,0,33,0
other,169,0,0,0,0,1,2,0,ms818,1,0,2022,8,1,website,0,2,0
other,106,0,0,0,2,3,2,0,ms818,1,0,2021,10,0,website,0,130,0
auto,77,0,0,0,2,1,2,0,ms818,0,0,2020,8,1,bank branch,0,300,0
auto,97,0,0,0,0,3,2,0,ms818,1,0,2022,3,0,website,0,109,1
auto,110,0,0,0,0,3,2,0,ms818,0,0,2021,2,1,bank branch,0,302,1
other,105,0,0,0,1,2,2,0,ms818,0,0,2022,4,1,website,0,148,1
auto,81,0,0,0,0,3,2,0,ms818,0,0,2021,10,1,bank branch,0,195,0
auto,75,0,0,0,1,1,2,0,ms818,0,0,2022,2,1,bank branch,0,24,0
other,72,0,0,0,1,3,2,0,ms818,1,0,2021,8,0,website,0,101,0
auto,163,0,0,0,0,1,1,0,ms818,0,0,2021,1,1,website,0,25,0
auto,166,0,0,0,0,2,2,2,ms301,2,0,2022,1,1,website,0,133,0
auto,65,0,0,0,1,2,1,0,ms296,1,0,2021,1,1,bank branch,0,23,0
auto,112,0,0,0,0,3,1,0,ms818,0,0,2021,9,1,bank branch,0,21,0
auto,65,2,5,7,1,1,1,0,ms818,0,0,2020,8,1,other,1,6,0
auto,110,0,0,0,2,0,2,0,ms818,2,0,2021,1,1,website,0,37,0
auto,140,0,0,0,2,0,2,0,ms498,1,0,2022,5,0,website,0,143,0
auto,65,1,2,3,0,3,1,0,ms818,1,0,2021,2,1,other,1,28,0
auto,70,0,0,0,0,3,2,0,ms818,0,0,2021,1,1,website,0,442,1
auto,110,0,0,0,0,2,2,0,ms818,1,0,2021,9,0,other,0,9,0
auto,108,0,0,0,2,2,2,0,ms498,0,0,2021,8,1,website,0,94,0
auto,98,0,0,0,0,2,1,0,ms818,1,0,2022,1,0,website,0,30,0
auto,96,0,0,0,1,2,2,0,ms818,1,0,2021,1,1,website,0,234,0
other,55,0,0,0,0,4,2,0,ms818,1,0,2022,1,1,website,0,76,0
auto,125,0,0,0,2,0,2,1,ms818,1,0,2022,7,1,website,0,187,1
auto,116,0,0,0,0,2,2,0,ms498,0,1,2020,10,1,website,0,20,0
auto,80,0,0,0,2,5,1,0,ms818,2,0,2020,12,0,website,0,32,0
other,75,0,0,0,3,5,2,0,ms818,0,0,2022,2,1,website,0,59,0
other,88,0,0,0,0,1,1,0,ms818,0,0,2022,1,0,website,0,10,0
auto,65,0,2,2,0,1,1,0,ms650,0,1,2021,1,0,other,1,24,0
auto,147,0,0,0,0,3,3,0,ms498,1,0,2022,5,1,website,0,124,0
auto,103,0,0,0,1,2,3,0,ms498,2,0,2021,7,0,website,0,62,0
residential,104,0,0,0,0,1,2,0,ms818,0,0,2021,8,1,bank branch,0,69,0
auto,70,0,0,0,2,3,1,0,ms818,0,0,2021,4,0,bank branch,0,279,0
auto,79,0,1,1,0,1,1,0,ms818,1,1,2021,3,0,other,1,26,0
auto,110,0,5,5,1,2,1,0,ms498,0,0,2021,2,0,other,1,29,0
auto,100,0,0,0,0,2,1,0,ms818,0,0,2021,9,0,other,0,12,0
auto,132,0,0,0,2,5,3,0,ms498,0,0,2021,11,0,website,0,143,0
auto,89,0,0,0,1,3,2,0,ms818,2,0,2020,8,1,website,0,73,0
auto,72,0,0,0,1,5,2,0,ms818,0,0,2021,12,1,bank branch,0,178,1
auto,100,0,0,0,0,4,2,0,ms498,0,0,2022,2,1,website,0,39,0
auto,87,0,0,0,1,4,2,0,ms818,0,0,2021,7,1,bank branch,0,47,0
other,95,0,0,0,0,2,2,0,ms818,1,0,2021,11,0,website,0,155,0
auto,152,0,0,0,1,3,3,0,ms301,1,0,2021,1,0,website,0,64,0
auto,96,0,0,0,1,0,2,0,ms818,1,0,2021,10,0,website,0,104,0
auto,99,0,0,0,1,0,2,0,ms818,0,0,2020,12,0,website,0,37,1
auto,89,0,0,0,2,3,2,0,ms818,0,0,2020,8,1,website,0,70,0
auto,67,0,0,0,2,4,1,0,ms818,0,0,2022,2,1,website,0,26,1
auto,52,0,0,0,0,2,2,0,ms818,0,0,2021,4,1,bank branch,0,346,0
auto,204,0,0,0,1,2,2,0,ms604,2,0,2021,9,1,website,0,41,0
auto,78,0,0,0,0,2,2,0,ms818,1,0,2021,7,1,website,0,73,1
auto,140,0,0,0,2,1,3,0,ms498,0,0,2022,8,1,website,0,331,1
auto,180,0,0,0,2,1,2,0,ms818,0,0,2022,8,1,website,0,34,0
auto,66,0,0,0,0,3,2,0,ms818,0,0,2021,6,1,bank branch,0,35,0
auto,146,0,0,0,0,5,2,0,ms818,2,0,2020,7,1,website,0,20,0
other,131,0,0,0,0,2,2,0,ms818,1,0,2022,5,0,website,0,53,0
auto,121,0,0,0,0,1,2,0,ms818,0,0,2021,10,1,website,0,3,0
auto,136,0,0,0,1,5,2,0,ms818,1,0,2021,12,1,website,0,76,0
residential,129,0,0,0,2,3,2,0,ms498,1,0,2021,3,0,website,0,73,0
auto,236,0,0,0,0,2,2,2,ms301,1,0,2021,1,1,website,0,52,0
residential,91,0,0,0,2,0,1,0,ms818,1,0,2021,11,1,website,0,140,0
auto,102,0,0,0,1,2,2,0,ms818,1,0,2021,1,1,website,0,52,0
residential,148,0,0,0,2,3,2,0,ms498,1,0,2021,6,0,website,0,21,0
auto,114,0,0,0,1,2,2,0,ms818,0,0,2021,12,1,website,0,166,1
auto,130,0,0,0,0,2,1,0,ms818,0,0,2022,6,1,website,0,39,0
residential,115,0,0,0,1,1,2,0,ms818,1,0,2021,10,1,bank branch,0,250,1
other,116,0,0,0,1,1,2,0,ms818,1,0,2021,9,0,website,0,111,0
auto,132,0,0,0,2,3,1,0,ms818,1,0,2021,3,1,website,0,47,0
auto,126,0,0,0,0,1,1,0,ms818,1,0,2022,4,0,website,0,75,0
auto,129,0,0,0,0,1,2,0,ms818,3,0,2021,10,1,website,0,30,0
auto,75,0,0,0,0,3,2,0,ms818,0,0,2021,2,1,bank branch,0,114,0
residential,115,0,0,0,0,2,2,0,ms818,0,0,2021,11,0,bank branch,0,307,1
auto,109,0,0,0,2,5,2,1,ms818,3,0,2022,2,1,website,0,32,0
auto,89,0,0,0,0,1,2,0,ms818,0,0,2020,8,0,website,0,52,0
residential,157,0,0,0,2,3,2,0,ms818,1,0,2021,10,0,website,0,114,0
auto,113,0,0,0,0,3,2,0,ms498,1,0,2021,12,0,website,0,172,1
other,80,0,0,0,2,6,2,0,ms818,0,0,2021,3,1,bank branch,0,23,0
other,116,0,0,0,1,2,2,0,ms818,0,0,2021,10,1,website,0,110,1
auto,94,0,0,0,0,2,2,0,ms818,2,0,2022,2,1,website,0,109,1
residential,102,0,0,0,0,2,2,0,ms818,0,0,2020,7,0,bank branch,0,80,0
auto,82,0,0,0,2,4,2,0,ms650,1,0,2021,2,0,website,0,297,0
auto,90,0,0,0,0,3,1,0,ms498,0,0,2021,10,1,other,0,21,0
auto,102,0,0,0,1,5,2,0,ms498,1,0,2021,6,0,website,0,137,0
auto,140,0,0,0,1,3,3,0,ms498,2,0,2021,11,1,website,0,115,0
auto,75,0,0,0,0,1,2,0,ms818,0,0,2022,1,0,bank branch,0,35,0
auto,63,0,0,0,1,1,2,0,ms818,0,0,2021,10,1,bank branch,0,292,1
residential,102,0,0,0,0,2,2,0,ms818,0,0,2020,12,1,bank branch,0,50,0
auto,86,0,0,0,0,3,1,0,ms818,0,0,2021,6,0,bank branch,0,18,0
auto,75,0,0,0,0,1,2,0,ms818,2,0,2021,1,0,bank branch,0,33,0
other,150,0,0,0,1,2,2,0,ms818,1,0,2022,4,0,website,0,21,0
auto,177,0,0,0,2,1,2,2,ms301,2,0,2020,7,1,website,0,30,0
auto,80,0,1,1,0,2,1,0,ms818,1,0,2022,2,1,other,1,14,0
auto,124,0,0,0,0,4,2,0,ms818,0,0,2022,4,0,bank branch,0,143,0
other,113,0,0,0,0,2,2,0,ms818,1,0,2022,7,0,website,0,178,1
auto,84,0,0,0,1,2,2,0,ms818,1,0,2021,7,1,bank branch,0,135,0
auto,110,0,0,0,1,2,2,0,ms818,0,0,2021,1,0,bank branch,0,288,1
auto,98,0,0,0,1,2,1,0,ms818,2,0,2021,3,0,website,0,13,0
auto,65,0,0,0,1,2,1,0,ms818,0,0,2020,8,1,other,0,18,0
other,74,0,0,0,0,2,2,0,ms818,1,0,2020,7,1,website,0,16,0
other,135,0,0,0,0,4,2,0,ms818,1,0,2022,8,0,website,0,56,0
auto,105,0,0,0,0,3,2,0,ms818,0,0,2021,2,1,bank branch,0,46,0
residential,229,0,0,0,2,5,2,2,ms301,0,0,2021,8,0,website,0,34,1
auto,97,0,0,0,0,2,2,1,ms650,1,0,2021,7,1,bank branch,0,55,0
auto,122,0,0,0,1,2,3,0,ms498,2,0,2021,4,0,website,0,172,0
residential,84,0,0,0,0,1,1,0,ms818,0,0,2020,7,0,bank branch,0,93,0
auto,140,0,0,0,0,2,2,0,ms818,0,0,2021,10,1,bank branch,0,47,0
other,169,0,0,0,1,2,2,0,ms818,0,0,2021,12,1,website,0,6,0
auto,97,0,0,0,0,4,2,0,ms818,0,0,2022,5,1,website,0,123,0
auto,176,0,0,0,0,3,2,2,ms301,1,0,2022,1,1,website,0,30,0
auto,164,0,0,0,1,2,3,0,ms498,0,0,2022,3,0,website,0,54,0
auto,100,0,0,0,0,1,1,0,ms818,0,0,2021,8,1,bank branch,0,46,0
auto,118,0,0,0,2,2,2,0,ms498,0,0,2021,9,0,website,0,148,1
auto,67,0,2,2,0,1,1,0,ms818,0,1,2021,2,1,other,1,64,0
residential,134,0,0,0,0,2,2,0,ms296,1,0,2021,10,0,bank branch,0,50,0
auto,84,0,0,0,0,3,2,0,ms498,1,0,2021,8,0,website,0,3,0
auto,77,0,0,0,1,1,2,0,ms818,1,0,2020,8,0,bank branch,0,59,0
other,99,0,0,0,0,2,2,0,ms818,1,0,2022,6,1,website,0,234,1
auto,65,0,1,1,2,0,1,0,ms818,0,0,2020,8,0,other,1,13,0
auto,84,0,0,0,2,4,2,0,ms818,0,0,2021,11,1,other,0,101,0
other,128,0,0,0,0,1,1,0,ms818,1,0,2022,6,0,website,0,27,0
other,96,0,0,0,0,1,2,0,ms818,1,1,2021,1,1,website,0,87,0
auto,94,1,0,1,1,2,2,0,ms498,0,0,2021,6,1,bank branch,1,12,0
auto,95,0,0,0,0,1,2,0,ms818,1,0,2020,7,1,website,0,23,0
auto,170,0,0,0,0,2,2,0,ms296,2,0,2021,1,0,bank branch,0,20,0
auto,95,0,0,0,0,1,2,0,ms818,1,0,2020,9,1,website,0,24,0
residential,87,0,0,0,0,2,1,0,ms818,0,0,2020,11,0,bank branch,0,273,0
auto,117,0,0,0,1,4,2,0,ms818,1,0,2022,6,0,website,0,146,0
other,99,0,0,0,0,3,2,0,ms818,3,0,2022,4,1,website,0,149,0
auto,73,0,0,0,1,5,2,0,ms818,0,0,2021,8,0,website,0,33,0
auto,129,0,0,0,2,5,2,0,ms818,1,0,2020,8,0,website,0,35,0
auto,65,0,0,0,0,1,1,0,ms818,0,0,2020,10,1,other,0,25,0
auto,60,0,0,0,2,1,2,0,ms818,0,0,2021,5,1,bank branch,0,53,0
auto,66,0,0,0,1,3,2,0,ms818,1,0,2022,2,0,website,0,74,0
auto,75,0,0,0,1,2,2,0,ms498,0,0,2020,8,0,bank branch,0,29,0
auto,85,0,0,0,1,2,2,0,ms818,0,0,2021,8,0,bank branch,0,192,1
auto,120,0,0,0,2,3,1,0,ms818,0,0,2022,6,0,bank branch,0,168,1
other,95,0,0,0,0,3,2,0,ms818,1,0,2021,12,1,website,0,133,0
auto,76,0,0,0,2,2,2,0,ms818,0,0,2022,3,1,website,0,8,0
auto,231,0,0,0,0,3,3,1,ms604,2,0,2021,12,1,website,0,17,0
other,89,0,0,0,2,2,2,0,ms818,2,0,2021,9,1,website,0,117,0
auto,70,0,0,0,1,5,2,0,ms818,0,0,2021,4,0,bank branch,0,44,0
auto,88,0,0,0,2,4,2,0,ms818,1,0,2021,3,1,website,0,32,0
other,79,0,0,0,2,3,2,0,ms818,2,0,2021,2,1,website,0,56,0
auto,48,0,0,0,0,2,2,0,ms818,0,0,2020,8,0,bank branch,0,22,0
auto,80,0,1,1,1,1,1,0,ms818,1,0,2022,1,0,other,1,22,0
auto,130,0,0,0,0,2,1,0,ms818,0,0,2021,10,1,bank branch,0,212,1
auto,65,0,0,0,0,1,1,0,ms818,0,0,2020,8,1,other,0,20,0
residential,136,0,0,0,0,2,2,0,ms498,0,0,2020,8,1,bank branch,0,96,0
other,144,0,0,0,2,2,2,0,ms818,1,0,2022,5,0,website,0,75,0
other,180,0,0,0,1,1,2,0,ms818,1,0,2022,8,1,website,0,16,0
auto,90,0,0,0,2,2,2,0,ms818,3,0,2021,3,0,website,0,14,0
other,89,0,0,0,0,2,2,0,ms818,1,0,2021,8,1,website,0,10,0
auto,72,0,0,0,2,2,2,0,ms818,1,0,2021,12,1,bank branch,0,194,0
residential,95,0,0,0,2,1,2,0,ms818,0,0,2020,12,1,bank branch,0,133,0
auto,140,0,0,0,2,1,2,1,ms818,3,0,2021,4,0,website,0,61,0
residential,138,0,0,0,0,3,3,0,ms818,1,0,2021,9,1,bank branch,0,100,0
auto,75,0,0,0,2,0,2,0,ms818,0,0,2021,4,0,bank branch,0,90,0
other,88,0,0,0,0,3,1,0,ms818,0,0,2021,9,0,website,0,17,0
auto,134,0,0,0,0,2,2,1,ms498,2,0,2021,11,0,website,0,48,0
auto,110,0,3,3,0,1,1,0,ms498,0,0,2022,5,1,other,1,14,0
auto,123,0,0,0,2,2,2,0,ms818,0,0,2022,6,0,website,0,66,0
auto,68,0,0,0,2,4,2,0,ms818,1,0,2022,3,0,bank branch,0,44,0
auto,124,0,0,0,1,3,2,0,ms818,1,0,2022,4,0,website,0,133,1
auto,106,0,0,0,0,2,2,0,ms818,3,0,2020,12,0,website,0,12,0
other,97,0,0,0,0,1,2,0,ms818,0,0,2021,1,1,website,0,11,0
auto,88,0,0,0,2,3,2,0,ms818,1,0,2022,2,0,website,0,88,0
residential,72,0,0,0,1,3,1,0,ms818,0,0,2021,10,0,bank branch,0,52,0
auto,65,0,0,0,0,3,2,0,ms818,0,0,2022,1,0,bank branch,0,76,0
auto,75,0,0,0,0,2,1,0,ms818,0,0,2022,3,1,bank branch,0,81,0
auto,217,0,0,0,0,1,2,2,ms301,2,0,2021,11,0,website,0,39,0
other,125,0,0,0,0,1,2,0,ms818,2,0,2022,8,1,website,0,92,0
auto,82,0,0,0,2,1,2,0,ms498,2,0,2021,6,1,website,0,32,0
auto,116,0,0,0,2,2,3,0,ms498,1,0,2022,8,0,bank branch,0,122,0
auto,52,0,0,0,0,2,2,0,ms818,0,0,2021,4,1,bank branch,0,331,0
auto,71,0,0,0,0,2,1,0,ms818,0,0,2021,5,0,bank branch,0,161,0
auto,136,0,0,0,2,3,2,1,ms498,2,1,2021,2,0,website,0,118,0
other,135,0,0,0,0,2,1,0,ms818,1,0,2022,7,1,website,0,47,0
auto,110,0,0,0,1,1,1,0,ms818,0,0,2021,10,1,bank branch,0,140,0
auto,140,0,0,0,0,2,2,0,ms818,1,0,2022,6,1,website,0,54,0
residential,135,0,0,0,0,3,2,1,ms818,2,0,2020,7,1,bank branch,0,27,0
auto,81,0,0,0,1,4,2,0,ms818,1,0,2021,6,1,website,0,50,0
auto,68,0,0,0,2,1,2,0,ms818,0,0,2021,3,0,bank branch,0,138,0
auto,92,0,0,0,1,2,1,0,ms818,0,0,2021,6,0,website,0,29,0
auto,125,0,0,0,0,1,2,0,ms498,0,0,2021,9,0,bank branch,0,35,0
auto,65,0,3,3,1,0,1,0,ms818,0,0,2021,2,1,other,1,22,0
auto,153,0,0,0,1,1,2,0,ms301,0,0,2020,12,0,website,0,29,0
auto,167,0,0,0,0,1,2,0,ms498,2,1,2021,1,1,website,0,101,0
auto,89,0,0,0,1,2,2,0,ms818,1,0,2022,5,1,bank branch,0,216,0
auto,90,0,0,0,1,1,2,0,ms818,1,0,2021,7,0,website,0,153,0
auto,94,0,0,0,2,0,2,0,ms498,1,0,2022,3,0,website,0,22,0
auto,126,0,0,0,1,1,1,0,ms818,0,0,2022,5,0,bank branch,0,90,0
auto,135,0,0,0,1,1,2,0,ms818,0,0,2022,4,1,website,0,66,0
auto,65,1,3,4,0,1,1,0,ms818,0,0,2020,8,1,other,1,6,0
auto,59,0,0,0,1,2,2,0,ms818,1,0,2021,6,1,website,0,71,0
auto,85,0,0,0,2,5,1,0,ms818,1,0,2021,1,1,bank branch,0,105,0
auto,109,0,0,0,2,1,3,0,ms818,0,0,2021,4,1,bank branch,0,31,0
auto,81,0,0,0,0,3,2,0,ms818,0,0,2021,6,0,bank branch,0,25,0
auto,104,0,0,0,0,3,2,0,ms818,2,0,2022,3,0,website,0,63,0
auto,90,0,0,0,0,5,2,0,ms818,2,0,2020,12,1,website,0,5,0
auto,113,0,0,0,0,4,2,1,ms498,0,0,2020,10,0,website,0,13,0
auto,81,0,0,0,2,3,2,0,ms818,3,0,2021,10,0,bank branch,0,129,0
auto,270,0,0,0,0,1,2,2,ms301,2,0,2022,8,1,website,0,43,0
auto,85,0,0,0,0,3,2,0,ms818,0,0,2022,7,0,bank branch,0,207,0
auto,120,0,0,0,0,2,1,0,ms818,0,0,2022,6,1,bank branch,0,202,1
other,88,0,0,0,0,1,2,0,ms818,0,0,2020,7,0,website,0,3,0
auto,77,0,0,0,0,2,2,0,ms818,1,0,2020,12,0,website,0,118,0
residential,95,0,0,0,2,1,2,0,ms818,0,0,2020,11,0,bank branch,0,113,0
auto,95,0,0,0,0,1,1,0,ms818,1,0,2021,8,1,website,0,17,0
auto,118,0,0,0,0,1,2,0,ms818,1,0,2022,7,0,website,0,34,0
auto,99,0,0,0,2,2,2,0,ms818,1,0,2021,11,0,website,0,178,0
auto,156,0,0,0,2,2,2,0,ms301,1,0,2020,12,0,website,0,14,1
other,110,0,0,0,2,1,2,0,ms818,1,0,2021,2,0,website,0,38,0
auto,77,0,0,0,1,4,2,0,ms818,0,0,2020,12,1,website,0,125,0
auto,89,0,0,0,0,3,2,0,ms818,0,0,2022,6,1,bank branch,0,244,0
auto,72,0,0,0,0,4,2,0,ms818,0,0,2021,11,0,bank branch,0,89,0
auto,122,0,0,0,1,3,2,0,ms818,1,0,2021,4,0,website,0,16,0
residential,102,0,0,0,0,2,2,0,ms818,0,0,2020,12,1,bank branch,0,57,0
auto,105,0,0,0,0,3,2,0,ms818,0,0,2021,2,1,bank branch,0,55,0
auto,174,0,0,0,0,1,2,2,ms301,0,0,2021,4,1,website,0,21,0
auto,80,0,0,0,2,2,2,0,ms650,2,0,2021,6,1,website,0,122,0
residential,104,0,0,0,0,1,2,0,ms818,0,0,2021,8,1,bank branch,0,67,0
auto,75,0,0,0,1,3,2,0,ms818,0,0,2021,3,1,bank branch,0,58,0
residential,106,0,0,0,1,3,2,0,ms818,0,0,2021,7,1,bank branch,0,21,0
auto,146,0,0,0,1,3,2,0,ms818,2,0,2020,7,0,website,0,58,0
other,88,0,0,0,0,2,1,0,ms818,1,0,2022,3,1,website,0,31,0
auto,120,0,0,0,1,2,1,0,ms818,0,0,2021,2,1,bank branch,0,203,1
auto,260,0,0,0,1,2,3,0,ms296,1,0,2022,6,0,website,0,17,0
auto,130,0,0,0,2,2,2,0,ms818,2,0,2022,4,0,bank branch,0,145,0
auto,110,0,0,0,1,3,1,0,ms818,0,0,2021,10,1,bank branch,0,136,0
residential,112,0,0,0,0,3,2,0,ms818,0,0,2020,8,1,bank branch,0,37,0
auto,89,0,0,0,0,1,2,0,ms818,2,0,2020,7,1,website,0,83,0
auto,99,0,0,0,2,5,2,0,ms818,1,0,2021,12,1,website,0,190,0
auto,105,0,0,0,1,2,2,0,ms818,1,1,2021,3,1,website,0,82,0
auto,85,0,0,0,2,1,2,0,ms818,0,0,2022,1,1,website,0,31,0
other,150,0,0,0,0,1,1,0,ms818,0,0,2022,5,1,website,0,23,0
auto,90,0,0,0,2,1,2,0,ms818,0,0,2022,7,0,bank branch,0,499,1
other,83,0,0,0,1,2,2,0,ms818,1,0,2022,5,0,website,0,150,0
